0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.5046698697383485,0.7538829216684272,-0.485606061984963,-0.4300641369220674,-0.3910115926194176,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
-0.46669359294139606,-0.4658433852423639,-0.485606061984963,-0.420825001429825,-0.3910115926194176,-0.20096544737894706,0.502926690873216,-0.24466999480126148,1.0396574010138813,-0.23409623530245546,1.2198476458326795,0.7152987309377216,3.0152132225153307,0.20179439513722874,-0.20688237051268757,-0.17573750942581187,-0.20334582223992959,-0.19400956920281698,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
1.5761902851984921,-0.17536178602667124,1.3495919401633636,-0.4423829842450573,-0.4086539455180828,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
1.5793698710010446,-0.17387973705108095,0.04134589115869889,-0.42698442509131995,-0.03816453464611263,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
1.5809596639023207,-0.48066387499826657,-0.4884164724017292,-0.4423829842450573,-0.4086539455180828,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
-0.46669359294139606,-0.48066387499826657,-0.4687435994843658,-0.33151335833814816,-0.10873394624077362,0.13036260065840097,0.39532458584997443,2.3346556594324674,0.2080071622665538,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
-0.4905404864605387,-0.4688074831935444,-0.4884164724017292,-0.4423829842450573,-0.4086539455180828,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
-0.4984894509669196,-0.4688074831935444,-0.2973085640616278,-0.4377634164989361,-0.4086539455180828,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
1.5841392497048732,-0.48066387499826657,-0.47436442031789816,-0.17136834313927937,-0.036400299356246106,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
-0.46669359294139606,-0.47325363012031524,-0.4884164724017292,-0.4423829842450573,-0.4086539455180828,-0.34703480189003594,-0.34419533594612206,-0.32584468100845987,-0.28513217528211265,-0.27269091196339346,-0.2582009400528103,-0.23117431266159782,-0.22781738399263557,-0.2144499687187427,-0.2181067361828966,-0.21592133737391034,-0.21833720658200184,-0.21174051546323344,-0.19388887904963595,-0.19344213215331962,-0.17390702429596303,-0.17348025876021486,-0.168162965553932,-0.17497421649208197,-0.17114786132425797
